,0
0,-4.5723012085397805
1,1.685535959309349
2,-0.12260728831233036
3,2.5737761953402334
4,2.8255828395871907
5,-2.4455248746448914
6,-3.613883274458817
7,-2.963580297202361
8,1.0794248413084055
9,4.172398298848612
10,-2.4549045687325317
11,2.0330327193153614
12,-1.0037767734620449
13,-3.852893823897616
14,5.779030705566655
15,3.0418380024827547
16,2.091722368215093
17,0.39220358435373726
18,-0.22722473106550511
19,-0.8444734408610022
20,-2.3901142987481676
21,5.896775682025191
22,-6.0464278909805795
23,-7.0182353997795985
24,1.433348770305268
25,4.856306140359462
26,2.339342180716395
27,3.230697977299813
28,3.2810344066152908
29,-3.708827785212889
30,4.859356736619218
31,6.37718401745938
32,0.6470303446881234
33,1.9590127684930856
34,2.3401063127497945
35,-0.8005050205747004
36,-2.848530703835519
37,2.6237101218369157
38,-5.242335272468866
39,0.33414649835224264
40,-5.780500001104906
41,1.2502396936664413
42,1.3796011273117692
43,0.5626212257992176
44,2.0782588526418326
45,-0.2108371289387878
46,-4.105354886928654
47,-3.739039206326498
48,-0.19023991341013557
49,1.775615835649064
50,-1.7455843183027882
51,1.361038651164991
52,2.8791616250782406
53,3.4341116473027915
54,2.343599085824853
55,-2.6935308362082964
56,1.255557729010147
57,0.1756590351207734
58,-2.5684374639866574
59,6.325855313132714
60,7.686054609212451
61,3.9049416114828563
62,3.837277612023575
63,1.7771477888037452
64,2.1086335292944147
65,4.857031495134746
66,-0.8588893742713144
67,2.4014172311622426
68,-3.198728626408657
69,-0.44195760250806915
70,0.8337153059749802
71,-3.009993386532608
72,-4.073072617005044
73,2.1713342434553873
74,-2.456214027303772
75,0.6487224499726283
76,-1.491375632105961
77,-7.531080445127408
78,-0.7398877101794858
79,-4.7495418894053385
80,2.208899133599326
81,9.616872134011231
82,-2.481764681018129
83,-4.539234915859855
84,-2.682054782216025
85,16.067254789779934
86,2.4066197017744058
87,5.396595115260388
88,-5.055714341751755
89,-4.4026094940126805
90,1.0937446373117474
91,-6.305529724795041
92,-2.582254119941931
93,0.5332833511858341
94,4.856029682550088
95,5.062613576429844
96,-0.35027515560948075
97,3.412728065291059
98,-0.6171883661732007
99,-1.4771176436141777
100,5.090798777058761
101,1.6937606837351806
102,3.041425072570557
103,7.825798347510276
104,1.4221743189136324
105,-6.16557581883449
106,2.0403636974131887
107,-1.4012938415768597
108,4.0704502762372625
109,0.016907575302675504
110,1.0481708225907331
111,-5.56478777483216
112,-4.419828515016078
113,6.630532390125226
114,-2.663120224948512
115,-2.299991682836786
116,3.459265940420071
117,5.714994549627751
118,1.6132815841586048
119,0.2514217026905312
120,-1.216849252663827
121,-1.9593491948493242
122,-3.477367528575546
123,5.927557727092348
124,-1.0529562482135812
125,-2.425931541642058
126,-2.0082960691560197
127,-5.7463734091472
128,-3.0952448340065306
129,3.880844510387015
130,-0.3883277173518618
131,-1.1296169898820638
132,4.115073201979373
133,-2.2867093645791794
134,-6.9405145656404965
135,-4.634817475117283
136,2.6200858547076757
137,1.5219056318555406
138,4.438189744720879
139,-3.5182025724370836
140,2.911876329270516
141,3.882372069829863
142,2.2854689899853007
143,-4.494281366119029
144,1.352960733612944
145,1.422229617237897
146,2.9712452612554765
147,5.182527127087428
148,5.298024370546686
149,-6.146036399072925
150,0.8126375595927744
151,3.6214640067109904
152,-2.94159659521324
153,-6.276668807945372
154,-0.010992901074133421
155,-3.440406416213065
156,-3.74388932693653
157,0.6323424276680729
158,0.7037410804281921
159,-3.681979496630038
160,2.328423912480071
161,-0.6402078710306132
162,-3.697269174034047
163,0.1936747475413787
164,-4.4099728630962876
165,8.287244461607035
166,-4.385017777683261
167,-0.3072413188872094
168,0.21200667723899524
169,-0.031627728294336244
170,-2.337538764704626
171,7.502430490493762
172,5.905174602715211
173,-2.493638955541008
174,-0.8019267692352461
175,1.590652714401818
176,-1.9801988324855584
177,3.560929645280079
178,-0.11751804581554337
179,-1.97609461225217
180,-7.625316805862113
181,2.862017424629994
182,-4.130263124548123
183,1.8105235855753357
184,11.221373201922137
185,5.3017243457537715
186,0.6166132059624791
187,-2.156997964664468
188,1.4795424779681072
189,0.29943194912889304
190,-2.7035457789251804
191,-2.515445769515206
192,-0.13060198469409245
193,-0.9649558709469606
194,-6.196878075937285
195,-3.3246435381609354
196,-0.1250729478690804
197,3.2956049216136316
198,1.7135577135768774
199,4.0985626827937685
200,6.361701576444012
201,8.177648139252202
202,-6.619699307843057
203,-5.8619689466969
204,1.2637910863734145
205,-1.1299380191865005
206,1.3776454295987008
207,-4.925807391718778
208,2.606163922605905
209,2.616154927091645
210,-4.020211859850775
211,1.9084548459582837
212,-3.9554502996992187
213,0.952023208911509
214,-5.206922238643484
215,-1.7055043224388986
216,-1.137094489883344
217,-0.48282870896475805
218,-2.0165339145420598
219,-6.822680430907743
220,-2.715060218646806
221,-3.6791819941361323
222,10.40147208103678
223,-3.8697843765284516
224,-2.7099295837944233
225,-0.27261406938777055
226,-1.2968808278532773
227,1.7381591179233284
228,-4.145902151784833
229,1.8269846588420737
230,-0.17935053683652713
231,3.996329856167123
232,3.990862512221791
233,1.066016023780679
234,2.3208426160020634
235,0.478995175282539
236,5.385763865413538
237,3.1005240063791186
238,4.784650281989172
239,-5.605259724214066
240,0.21651523664578765
241,-1.3965937462863023
242,2.9209629956575123
243,0.2647636642494504
244,-1.5749600033401974
245,-6.428820576756515
246,-0.12138546569457187
247,3.185363302907671
248,-5.204070007206284
249,-2.9914523237249258
250,-0.7715775714925308
251,3.0077650520316244
252,-1.1072306444640256
253,-7.132350155239282
254,2.8436564163787352
255,-6.330602875632751
256,0.24605493197778383
257,-5.615787598342419
258,-5.193987894883868
259,-2.223508250409329
260,2.0068128778163317
261,3.2327853279910306
262,-0.2572126208633181
263,1.6450725392791572
264,1.2024663118392924
265,4.194736152310985
266,-5.126546657900632
267,-2.540131504474142
268,3.042912573444248
269,-3.2727855264434633
270,-2.2528946558663185
271,-1.3485100055492016
272,1.0174356531227513
273,-0.18552566624544475
274,-4.396601895418405
275,5.619210655196164
276,7.944484930846058
277,4.630376516040781
278,9.491309108579383
279,-5.032921700149124
280,5.092694194283731
281,6.517328911998468
282,5.459079508878614
283,5.11357763928294
284,-1.5115547766796427
285,3.2821870249441076
286,-1.093932448992907
287,1.4603365731653124
288,-5.9579588675217
289,-1.4080861801554918
290,-4.520129833977844
291,5.355914388225346
292,1.539240053878519
293,-3.807222373903153
294,-3.171987763369696
295,2.6106257211156354
296,-3.397931134856409
297,1.2607715374946187
298,4.3066265031649325
299,-3.0981183344222023
300,1.279686273647095
301,-0.2461538552551703
302,-3.926005164570558
303,2.7167205598235826
304,-6.886193173065918
305,-1.806583787677527
306,3.5560838450365297
307,0.2717555244986647
308,-4.66908310233539
309,-4.648547933159548
310,-0.4668946988064113
311,2.882106923790703
312,-0.32150103183985523
313,1.4959228853686097
314,2.44103836904098
315,-2.034147962637108
316,4.120956613673241
317,-1.7972143019418718
318,-0.07353457756244541
319,2.113782251404376
320,0.19011476591758392
321,0.5906573961539552
322,2.4783485451423193
323,-2.5559266483175085
324,0.6804031932787966
325,-2.086764810100561
326,-3.6159874668762506
327,-0.402390690353275
328,2.282233703351398
329,-2.01976471932549
330,-1.5806671214978052
331,-6.578937234136584
332,-7.903503224253715
333,0.13888335745187952
334,-4.477751242279681
335,2.558172568408639
336,3.8240379461753236
337,1.0454778969822565
338,-0.9406262792061804
339,-1.4406166932657856
340,-6.973360457958256
341,-5.369754882120453
342,-0.14289253734106877
343,-3.305274259267215
344,3.1558029753136756
345,-2.0430819666214135
346,-2.675781953068583
347,2.2990371090774575
348,-2.059019213038005
349,2.556791731167589
350,2.433634444505012
351,3.8165563518911707
352,5.287401476106951
353,0.7600142275835138
354,1.404829970848895
355,3.1950658285203657
356,0.6608573466998235
357,-2.3877844051031927
358,0.9274262878414348
359,-0.4936768798293607
360,-0.13866528968169423
361,2.6755309746900737
362,2.111416483108181
363,-8.517349652744624
364,1.7014203692013163
365,6.508837745734275
366,-3.1033563314307284
367,-3.638885152117954
368,4.328831251795019
369,-0.45278094124342516
370,-0.35683985939873253
371,1.671990739669111
372,-0.1747194700530863
373,2.977658306377455
374,-3.180949889067045
375,-3.1054589983903282
376,-4.262653889870681
377,2.5915366719855006
378,1.2452533298251085
379,-1.0563071195594298
380,-2.849365271892153
381,-0.2769065447547403
382,-0.9867986823703481
383,-3.4956565718654824
384,8.067202181870236
385,-5.925096792852972
386,-2.7930267702696048
387,-4.170882912376632
388,0.812385772333788
389,-0.37064404213157864
390,-4.948491571843896
391,3.4908612591598738
392,-6.779845971987086
393,4.709007584266744
394,4.266523468977735
395,0.485250693130026
396,3.204332535687561
397,-0.8343296946509389
398,1.3654937593142273
399,-2.7905113221001723
400,-3.996020537227982
401,5.0775549396480875
402,-4.210760560223484
403,-0.17570219107033447
404,0.8145197627776426
405,-1.7036013677419795
406,2.5038433713139856
407,-5.358508187582209
408,-1.8873913224444752
409,-0.8411412896445567
410,3.3216592597954984
411,0.3111145247715852
412,-3.328908218905409
413,-4.639565267484589
414,5.709727874802854
415,0.3248172424223501
416,-2.36932352564627
417,-3.7868374431041656
418,2.4319893308640994
419,2.6093761019543695
420,4.471733888783297
421,0.8514472220792477
422,-6.446599774464217
423,-0.15460895979261302
424,3.7857440843863763
425,-5.081440783599283
426,3.9860906983046993
427,0.8965953029659373
428,-3.7831327621568254
429,5.260334993675051
430,-2.4903971747385523
431,2.380879038489015
432,0.5634274866317206
433,3.106998193625963
434,-1.93106459422158
435,-2.1234081244610765
436,5.847538267343858
437,-3.3334298694112356
438,1.4033305180260154
439,-1.5135186420672877
440,-1.6510607231740009
441,5.7412480446086365
442,-3.334727651137409
443,3.069747805683507
444,-6.398024574278379
445,1.683472755176063
446,-0.7137985364163155
447,-3.100812172560027
448,4.228795680527443
449,-2.266011624073726
450,5.57370991622873
451,-7.734554089547256
452,0.8933085360563249
453,-1.192547411484115
454,1.3040033491491174
455,3.8534112548696102
456,-3.971998120617237
457,-2.598080847150379
458,-6.592110250171929
459,1.8536150935282771
460,-0.1664046647133688
461,-2.9738174675159135
462,-5.320277031712067
463,1.236815567694192
464,-0.7748500883808243
465,-1.9756217843910608
466,-0.4569416204375738
467,-0.789548269849575
468,1.0585111601703625
469,-2.284617576651894
470,6.252800317835342
471,2.8987404397976366
472,3.9842639685640977
473,-2.370381663960355
474,4.5951644616314455
475,4.280910369585997
