,0,1,2
0,-14.568076715538211,-16.56764908799097,-13.570479652683403
1,-14.464208687070013,-15.98819250814168,-13.482324535911605
2,-13.667778356423426,-15.649636846278506,-13.140103936736683
3,-13.5562931103961,-15.290009295332563,-12.933626821947499
4,-13.225794459252628,-15.069511364657002,-12.869103208387822
5,-12.987913296427497,-14.971014642460986,-12.852768921994844
6,-12.825034208549042,-14.772907837391045,-12.74896282352779
7,-12.792535934142276,-14.766916363550926,-12.54078762711493
8,-12.768816540300074,-14.726658542038217,-12.492967300826765
9,-12.75945450206845,-14.510823290901135,-12.480462083379061
10,-12.618522800507295,-14.471576998965183,-12.2364194894195
11,-12.579309202678214,-14.462321272368433,-12.209661403502553
12,-12.421172139036228,-14.264235734948917,-11.990788039578124
13,-12.365751859488798,-14.21287216682914,-11.912043484096671
14,-12.265246014132707,-14.098181711184244,-11.856463938502053
15,-12.229045726147445,-13.959312812464404,-11.576954309126458
16,-12.223995915909615,-13.939289410021605,-11.543821938047998
17,-12.160535395159075,-13.801695899279215,-11.54133334791221
18,-12.146141271601174,-13.769679492018298,-11.541098883525416
19,-12.112868219938042,-13.731711461887064,-11.532543632313322
20,-12.099263759561785,-13.633023746053498,-11.455526615372873
21,-12.043492014159934,-13.547540086712095,-11.351939771639708
22,-12.03838514707974,-13.505326368203551,-11.328936820820974
23,-11.914615323967269,-13.455402204580219,-11.175094450409617
24,-11.807770855984053,-13.430888527050485,-11.16454591551526
25,-11.803821363461513,-13.420615441230023,-11.153366745878145
26,-11.754237119522294,-13.412018510541449,-11.12568797788136
27,-11.743595684473764,-13.142397440506393,-10.975069377604472
28,-11.623033019878154,-13.057218806008647,-10.950539913718968
29,-11.611872036249803,-12.946280417754108,-10.938393717133145
30,-11.599915413048484,-12.914844080313879,-10.93003635293764
31,-11.577319999675776,-12.808428775285822,-10.915586243955156
32,-11.57644243387855,-12.785120030488505,-10.837854540930437
33,-11.55850973551221,-12.782547675983686,-10.770029209236919
34,-11.373514812002128,-12.73802115772595,-10.768072044969863
35,-11.3509976687657,-12.47421604607527,-10.759728784863588
36,-11.343174635285932,-12.467622765932894,-10.747768814682399
37,-11.329058084968532,-12.421673651801182,-10.730071736060388
38,-11.32506584563819,-12.41298632005243,-10.718959531203595
39,-11.307920446670929,-12.396432382424518,-10.677074483850461
40,-11.25626784209511,-12.393003283789831,-10.624467260201927
41,-11.230275097640522,-12.286888794223975,-10.620556121535166
42,-11.188481855185351,-12.25462293132842,-10.614260882334909
43,-11.18319771747627,-12.228345522566507,-10.600775203799435
44,-11.17527142899078,-12.217267476563375,-10.526570781321968
45,-11.140322765031478,-12.147773796524419,-10.504779946655907
46,-11.140274019360328,-12.119653473738213,-10.49854883825451
47,-11.137864862250067,-12.117370365025904,-10.434526913863246
48,-11.137343333151259,-12.116581216653268,-10.42760246631979
49,-11.112235745954173,-12.091818954702084,-10.420349822869483
50,-11.104580075127252,-12.08706626066177,-10.412039888643717
51,-11.097021748655463,-11.996950467835825,-10.357025839399489
52,-11.089341262342026,-11.938101660660832,-10.330632149379596
53,-11.01709780077373,-11.933794424725786,-10.303317832906147
54,-11.016476934593369,-11.92304479304121,-10.283223423736546
55,-11.00155607559216,-11.884167806867696,-10.242797377877281
56,-10.984936494725535,-11.786463197258207,-10.231174460384283
57,-10.984496375377358,-11.785681184100957,-10.221602708332053
58,-10.95122707471787,-11.749866471947003,-10.214252568792638
59,-10.911908550159826,-11.723587445140932,-10.177648732305528
60,-10.874944835664312,-11.710929669887683,-10.174727084758302
61,-10.858036170628798,-11.696533322964408,-10.133285975625746
62,-10.834560076240848,-11.694495883440092,-10.116201622061345
63,-10.82487484623677,-11.677802621201929,-10.105296155951057
64,-10.806650572859125,-11.57527347509934,-10.094793919536828
65,-10.77050318957935,-11.566891164274196,-10.065273802485132
66,-10.739337108926897,-11.556940440606153,-10.05154933501447
67,-10.69626981947191,-11.545347318514244,-10.025262636849522
68,-10.675159055040167,-11.545164300005473,-10.011508022769194
69,-10.663452009973721,-11.531966518169224,-9.947224382320197
70,-10.659889217106848,-11.496507879141502,-9.945000138923382
71,-10.628919881949866,-11.483445926948903,-9.92060733247001
72,-10.621406597042563,-11.479871294476942,-9.915299319576118
73,-10.608775890070202,-11.478303214766246,-9.914224051037348
74,-10.586532887962235,-11.468801677313424,-9.906247422639419
75,-10.559230268639686,-11.449663442886589,-9.902073241825404
76,-10.487094916799435,-11.44197001324154,-9.891524929301974
77,-10.482454867418827,-11.404877285019086,-9.881064576744937
78,-10.48219612977553,-11.39515547859104,-9.880671800557824
79,-10.474037245706938,-11.392462744792113,-9.873246326478952
80,-10.462288427685971,-11.382702540647545,-9.834908538236041
81,-10.453140226590524,-11.371632938172533,-9.824545174961505
82,-10.394077886398989,-11.365909321123128,-9.813041203427034
83,-10.376800948034422,-11.362045593527458,-9.797294218874198
84,-10.362794956620585,-11.313015613910624,-9.792581259271945
85,-10.352968008644115,-11.310466382778033,-9.747015788916045
86,-10.342609388752734,-11.26037553795244,-9.737820357518622
87,-10.325912460025904,-11.244768643148635,-9.716632420431807
88,-10.311154685453536,-11.216409234794018,-9.705040557561704
89,-10.231382419198482,-11.216405860445633,-9.68538548635457
90,-10.222967319522422,-11.211514869507347,-9.674225247174846
91,-10.174576428828875,-11.208283391493916,-9.670565432932706
92,-10.170133745120213,-11.180934501392644,-9.649188351413109
93,-10.156604847082978,-11.17200119460339,-9.64552085898156
94,-10.142767370779225,-11.080951502405345,-9.634370062899396
95,-10.097816532348197,-11.076292096845297,-9.630676165722296
96,-10.096998719869692,-11.067286738287178,-9.602419538098207
97,-10.092360889879929,-11.060265360822983,-9.596134203588585
