,0
0,-5.120762993279316
1,1.6531380735345653
2,0.17762912357557425
3,2.442472094397778
4,2.848023120080602
5,-2.198480876444405
6,-3.640466894851477
7,-3.0202001582297804
8,1.3521846516968736
9,4.273830975752939
10,-2.409072161117967
11,2.052789380509447
12,-0.22128776030351727
13,-4.053699453592646
14,4.676844368445857
15,2.3362785882822816
16,2.0171952672811937
17,0.7716698783447375
18,-0.11645505696623237
19,-0.8749233786887705
20,-2.211241667508375
21,5.751633137912845
22,-6.049842878164334
23,-6.982904748770938
24,1.5899368144100388
25,5.175840157634952
26,2.72977501883197
27,3.5712596046754532
28,2.59406687430654
29,-3.5942931413989396
30,4.795323457242104
31,5.982297333055343
32,0.9185130806463828
33,1.7693209208185845
34,3.4431302235158947
35,-0.3840557346387472
36,-2.884955795454088
37,2.6860374589417857
38,-5.261954602579538
39,0.4137167934132302
40,-5.777083125416942
41,1.0221399227460584
42,1.44692604449628
43,0.6152702545061448
44,1.724752466792495
45,-0.24385705843246308
46,-4.204817228404886
47,-3.7118319686463823
48,0.16239919773303146
49,1.8344378001350474
50,-1.5612254620034869
51,1.1394494602858982
52,2.446653402065672
53,3.3211230250471866
54,2.552184695006553
55,-2.7204326396415937
56,1.2484418158502502
57,-0.047864615307939395
58,-2.3433976924289635
59,5.189321848951685
60,7.96921393208993
61,4.121030575025169
62,3.744431233165594
63,1.9315253653043207
64,2.3753990734352373
65,4.644239160238475
66,-0.931883897172979
67,3.0365363675933974
68,-3.209690129893098
69,-0.4661723686145769
70,0.8406696930179498
71,-2.9714647043565448
72,-4.363493086213286
73,2.0971327604238166
74,-2.2771616079789565
75,0.5286047249142021
76,-0.8640214851456789
77,-7.42626402962502
78,-0.48096928497482816
79,-4.619689302647552
80,1.6517376906635768
81,8.519509213875423
82,-2.367087370336397
83,-4.581450473651522
84,-2.533008125133552
85,10.9576958917729
86,2.1576905582276025
87,5.418166837547591
88,-4.981917793853395
89,-4.781828148963881
90,0.8073414712974065
91,-6.349642040563571
92,-2.5911839509652914
93,0.8891520880880215
94,5.013633963849752
95,5.190916056652276
96,-0.499508296604128
97,2.426077005346751
98,-0.600955886184479
99,-1.4987484226590913
100,4.7654909031534585
101,1.264056179811095
102,2.536682731823925
103,8.01876635931055
104,2.0375227719349764
105,-6.166164707027315
106,2.293883826187564
107,-1.2517691788804468
108,4.806560455957389
